,state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
1578,Uttar Pradesh,Agra,Khairagarh,Mousambi(Sweet Lime),Mousambi,04/03/2019,2600,2700,2650
1579,Uttar Pradesh,Agra,Khairagarh,Mustard,Sarson(Black),04/03/2019,3300,3500,3400
1580,Uttar Pradesh,Agra,Khairagarh,Onion,Red,04/03/2019,750,850,800
1581,Uttar Pradesh,Agra,Khairagarh,Papaya,Papaya,04/03/2019,2100,2200,2150
1582,Uttar Pradesh,Agra,Khairagarh,Potato,Desi,04/03/2019,500,560,530
1583,Uttar Pradesh,Agra,Khairagarh,Pumpkin,Pumpkin,04/03/2019,1100,1200,1150
1584,Uttar Pradesh,Agra,Khairagarh,Raddish,Raddish,04/03/2019,600,700,650
1585,Uttar Pradesh,Agra,Khairagarh,Rice,III,04/03/2019,2530,2550,2540
1586,Uttar Pradesh,Agra,Khairagarh,Tomato,Deshi,04/03/2019,800,900,850
1587,Uttar Pradesh,Agra,Khairagarh,Wheat,Dara,04/03/2019,1900,1950,1925
1588,Uttar Pradesh,Agra,Samsabad,Bajra(Pearl Millet/Cumbu),Hybrid,04/03/2019,1825,1875,1850
1589,Uttar Pradesh,Agra,Samsabad,Barley (Jau),Dara,04/03/2019,1825,1875,1850
1590,Uttar Pradesh,Agra,Samsabad,Brinjal,Round,04/03/2019,500,700,600
1591,Uttar Pradesh,Agra,Samsabad,Carrot,Carrot,04/03/2019,500,700,600
1592,Uttar Pradesh,Agra,Samsabad,Cauliflower,Cauliflower,04/03/2019,400,600,500
1593,Uttar Pradesh,Agra,Samsabad,Colacasia,Colacasia,04/03/2019,2050,2150,2100
1594,Uttar Pradesh,Agra,Samsabad,Green Chilli,Green Chilly,04/03/2019,1100,1300,1200
1595,Uttar Pradesh,Agra,Samsabad,Groundnut,Local,04/03/2019,4900,5100,5000
1596,Uttar Pradesh,Agra,Samsabad,Gur(Jaggery),Pathari,04/03/2019,4900,5100,5000
1597,Uttar Pradesh,Agra,Samsabad,Mustard,Sarson(Black),04/03/2019,3400,3600,3500
1598,Uttar Pradesh,Agra,Samsabad,Onion,Red,04/03/2019,800,900,800
1599,Uttar Pradesh,Agra,Samsabad,Peas Wet,Peas Wet,04/03/2019,700,900,800
1600,Uttar Pradesh,Agra,Samsabad,Potato,Local,04/03/2019,450,550,500
1601,Uttar Pradesh,Agra,Samsabad,Raddish,Raddish,04/03/2019,400,600,500
1602,Uttar Pradesh,Agra,Samsabad,Tomato,Hybrid,04/03/2019,450,600,500
1603,Uttar Pradesh,Agra,Samsabad,Wheat,Dara,04/03/2019,1975,2050,2000
1604,Uttar Pradesh,Aligarh,Atrauli,Bajra(Pearl Millet/Cumbu),Hybrid,04/03/2019,1830,1850,1840
1605,Uttar Pradesh,Aligarh,Atrauli,Brinjal,Brinjal,04/03/2019,430,450,440
1606,Uttar Pradesh,Aligarh,Atrauli,Carrot,Carrot,04/03/2019,380,400,390
1607,Uttar Pradesh,Aligarh,Atrauli,Cauliflower,Cauliflower,04/03/2019,480,500,490
1608,Uttar Pradesh,Aligarh,Atrauli,Green Chilli,Green Chilly,04/03/2019,780,800,790
1609,Uttar Pradesh,Aligarh,Atrauli,Maize,Hybrid,04/03/2019,1930,1950,1940
1610,Uttar Pradesh,Aligarh,Atrauli,Potato,Desi,04/03/2019,530,550,540
1611,Uttar Pradesh,Aligarh,Atrauli,Pumpkin,Pumpkin,04/03/2019,730,750,740
1612,Uttar Pradesh,Aligarh,Atrauli,Raddish,Raddish,04/03/2019,280,300,290
1613,Uttar Pradesh,Aligarh,Atrauli,Tomato,Hybrid,04/03/2019,980,1000,990
1614,Uttar Pradesh,Allahabad,Sirsa,Gur(Jaggery),Red,04/03/2019,2950,3050,3000
1615,Uttar Pradesh,Allahabad,Sirsa,Onion,Red,04/03/2019,600,700,650
1616,Uttar Pradesh,Allahabad,Sirsa,Potato,Desi,04/03/2019,550,650,600
1617,Uttar Pradesh,Baghpat,Bagpat,Brinjal,Arkasheela Mattigulla,04/03/2019,1100,1300,1200
1618,Uttar Pradesh,Baghpat,Bagpat,Carrot,Carrot,04/03/2019,400,600,500
1619,Uttar Pradesh,Baghpat,Bagpat,Cauliflower,African Sarson,04/03/2019,1100,1300,1200
1620,Uttar Pradesh,Baghpat,Bagpat,Green Chilli,Green Chilly,04/03/2019,2400,2600,2500
1621,Uttar Pradesh,Baghpat,Bagpat,Onion,1st Sort,04/03/2019,900,1100,1000
1622,Uttar Pradesh,Baghpat,Bagpat,Potato,(Red Nanital),04/03/2019,500,700,600
1623,Uttar Pradesh,Baghpat,Bagpat,Raddish,Raddish,04/03/2019,300,400,350
1624,Uttar Pradesh,Baghpat,Bagpat,Tomato,Deshi,04/03/2019,1100,1300,1200
1625,Uttar Pradesh,Baghpat,Baraut,Apple,Kasmir/Shimla - II,04/03/2019,4800,5000,4900
1626,Uttar Pradesh,Baghpat,Baraut,Banana - Green,Banana - Green,04/03/2019,1020,1040,1030
1627,Uttar Pradesh,Baghpat,Baraut,Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,5000,5150,5100
1628,Uttar Pradesh,Baghpat,Baraut,Brinjal,Round/Long,04/03/2019,700,800,750
1629,Uttar Pradesh,Baghpat,Baraut,Carrot,Carrot,04/03/2019,600,700,650
1630,Uttar Pradesh,Baghpat,Baraut,Cauliflower,Cauliflower,04/03/2019,700,800,750
1631,Uttar Pradesh,Baghpat,Baraut,Chikoos(Sapota),Sapota,04/03/2019,2200,2400,2300
1632,Uttar Pradesh,Baghpat,Baraut,Cucumbar(Kheera),Cucumbar,04/03/2019,800,900,850
1633,Uttar Pradesh,Baghpat,Baraut,Ginger(Green),Green Ginger,04/03/2019,2600,2800,2700
1634,Uttar Pradesh,Baghpat,Baraut,Green Chilli,Green Chilly,04/03/2019,1500,1700,1600
1635,Uttar Pradesh,Baghpat,Baraut,Guava,Guava,04/03/2019,1300,1500,1400
1636,Uttar Pradesh,Baghpat,Baraut,Gur(Jaggery),Yellow,04/03/2019,2400,2600,2500
1637,Uttar Pradesh,Baghpat,Baraut,Onion,Red,04/03/2019,800,1000,900
1638,Uttar Pradesh,Baghpat,Baraut,Papaya,Papaya,04/03/2019,1050,1150,1100
1639,Uttar Pradesh,Baghpat,Baraut,Pomegranate,Pomogranate,04/03/2019,4200,4400,4300
1640,Uttar Pradesh,Baghpat,Baraut,Potato,Chips,04/03/2019,600,700,650
1641,Uttar Pradesh,Baghpat,Baraut,Pumpkin,Pumpkin,04/03/2019,400,600,500
1642,Uttar Pradesh,Baghpat,Baraut,Raddish,Raddish,04/03/2019,400,600,500
1643,Uttar Pradesh,Baghpat,Baraut,Tomato,Deshi,04/03/2019,800,900,850
1644,Uttar Pradesh,Baghpat,Baraut,Wheat,Other,04/03/2019,1800,1900,1850
1645,Uttar Pradesh,Bahraich,Mihipurwa,Gur(Jaggery),Yellow,04/03/2019,1900,2100,2000
1646,Uttar Pradesh,Bahraich,Mihipurwa,Paddy(Dhan)(Common),Paddy Coarse,04/03/2019,1450,1550,1500
1647,Uttar Pradesh,Bahraich,Mihipurwa,Tomato,Deshi,04/03/2019,400,475,450
1648,Uttar Pradesh,Bahraich,Risia,Paddy(Dhan)(Common),Paddy,04/03/2019,1500,1550,1510
1649,Uttar Pradesh,Bahraich,Ruperdeeha,Apple,Apple,04/03/2019,5250,5500,5350
1650,Uttar Pradesh,Bahraich,Ruperdeeha,Banana,Banana - Ripe,04/03/2019,850,1000,900
1651,Uttar Pradesh,Bahraich,Ruperdeeha,Bhindi(Ladies Finger),Bhindi,04/03/2019,1125,1200,1150
1652,Uttar Pradesh,Bahraich,Ruperdeeha,Brinjal,Brinjal,04/03/2019,450,550,500
1653,Uttar Pradesh,Bahraich,Ruperdeeha,Fish,Rahu(Local),04/03/2019,4250,4350,4300
1654,Uttar Pradesh,Bahraich,Ruperdeeha,Grapes,Green,04/03/2019,4480,4540,4500
1655,Uttar Pradesh,Bahraich,Ruperdeeha,Green Chilli,Green Chilly,04/03/2019,1480,1560,1500
1656,Uttar Pradesh,Bahraich,Ruperdeeha,Gur(Jaggery),Yellow,04/03/2019,1450,2525,2500
1657,Uttar Pradesh,Bahraich,Ruperdeeha,Lemon,Lemon,04/03/2019,2260,2480,2350
1658,Uttar Pradesh,Bahraich,Ruperdeeha,Onion,Red,04/03/2019,680,850,785
1659,Uttar Pradesh,Bahraich,Ruperdeeha,Paddy(Dhan)(Common),Paddy,04/03/2019,1460,1540,1500
1660,Uttar Pradesh,Bahraich,Ruperdeeha,Potato,Potato,04/03/2019,580,750,675
1661,Uttar Pradesh,Bahraich,Ruperdeeha,Rice,III,04/03/2019,2080,2240,2150
1662,Uttar Pradesh,Bahraich,Ruperdeeha,Tomato,Deshi,04/03/2019,675,755,700
1663,Uttar Pradesh,Bahraich,Ruperdeeha,Wheat,Dara,04/03/2019,1760,1825,1800
1664,Uttar Pradesh,Ballia,Chitwadagaon,Banana,Banana - Ripe,04/03/2019,1700,1800,1750
1665,Uttar Pradesh,Ballia,Chitwadagaon,Gur(Jaggery),Other,04/03/2019,4200,4400,4300
1666,Uttar Pradesh,Ballia,Chitwadagaon,Onion,Other,04/03/2019,1100,1200,1150
1667,Uttar Pradesh,Ballia,Chitwadagaon,Potato,Other,04/03/2019,1000,1100,1050
1668,Uttar Pradesh,Ballia,Chitwadagaon,Rice,III,04/03/2019,2000,2200,2100
1669,Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Apple,American,04/03/2019,3500,3500,3500
1670,Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Kinnow,Kinnow,04/03/2019,850,900,900
1671,Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Onion,Red,04/03/2019,700,700,700
1672,Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Pomegranate,Pomogranate,04/03/2019,3800,3800,3800
1673,Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Potato,Potato,04/03/2019,350,400,400
1674,Uttar Pradesh,Bulandshahar,Divai,Bajra(Pearl Millet/Cumbu),Hybrid,04/03/2019,1580,1600,1590
1675,Uttar Pradesh,Bulandshahar,Divai,Banana,Banana - Ripe,04/03/2019,1180,1200,1190
1676,Uttar Pradesh,Bulandshahar,Divai,Bhindi(Ladies Finger),Bhindi,04/03/2019,580,600,590
1677,Uttar Pradesh,Bulandshahar,Divai,Bottle gourd,Bottle Gourd,04/03/2019,680,700,690
1678,Uttar Pradesh,Bulandshahar,Divai,Brinjal,Brinjal,04/03/2019,570,590,580
1679,Uttar Pradesh,Bulandshahar,Divai,Carrot,Carrot,04/03/2019,680,700,690
1680,Uttar Pradesh,Bulandshahar,Divai,Cauliflower,Cauliflower,04/03/2019,580,600,590
1681,Uttar Pradesh,Bulandshahar,Divai,Maize,Hybrid,04/03/2019,1480,1500,1490
1682,Uttar Pradesh,Bulandshahar,Divai,Mustard,Laha(Sarsib),04/03/2019,3580,3600,3590
1683,Uttar Pradesh,Bulandshahar,Divai,Onion,Red,04/03/2019,1180,1200,1190
1684,Uttar Pradesh,Bulandshahar,Divai,Potato,F.A.Q.,04/03/2019,580,600,590
1685,Uttar Pradesh,Bulandshahar,Divai,Pumpkin,Pumpkin,04/03/2019,680,700,690
1686,Uttar Pradesh,Bulandshahar,Divai,Tomato,Deshi,04/03/2019,680,700,690
1687,Uttar Pradesh,Bulandshahar,Divai,Wheat,Dara,04/03/2019,1730,1736,1735
1688,Uttar Pradesh,Bulandshahar,Gulavati,Brinjal,Other,04/03/2019,443,447,445
1689,Uttar Pradesh,Bulandshahar,Gulavati,Carrot,Carrot,04/03/2019,428,432,430
1690,Uttar Pradesh,Bulandshahar,Gulavati,Cauliflower,Cauliflower,04/03/2019,408,412,410
1691,Uttar Pradesh,Bulandshahar,Gulavati,Green Chilli,Green Chilly,04/03/2019,1003,1007,1005
1692,Uttar Pradesh,Bulandshahar,Gulavati,Guava,Guava,04/03/2019,908,912,910
1693,Uttar Pradesh,Bulandshahar,Gulavati,Onion,Other,04/03/2019,983,987,985
1694,Uttar Pradesh,Bulandshahar,Gulavati,Potato,Other,04/03/2019,438,442,440
1695,Uttar Pradesh,Bulandshahar,Gulavati,Raddish,Other,04/03/2019,218,222,220
1696,Uttar Pradesh,Bulandshahar,Gulavati,Tomato,Other,04/03/2019,708,712,710
1697,Uttar Pradesh,Bulandshahar,Siyana,Carrot,Carrot,04/03/2019,400,500,460
1698,Uttar Pradesh,Bulandshahar,Siyana,Cauliflower,Cauliflower,04/03/2019,500,600,550
1699,Uttar Pradesh,Bulandshahar,Siyana,Green Chilli,Green Chilly,04/03/2019,910,1000,960
1700,Uttar Pradesh,Bulandshahar,Siyana,Gur(Jaggery),Yellow,04/03/2019,2100,2300,2200
1701,Uttar Pradesh,Bulandshahar,Siyana,Onion,Red,04/03/2019,500,600,560
1702,Uttar Pradesh,Bulandshahar,Siyana,Potato,Potato,04/03/2019,360,460,410
1703,Uttar Pradesh,Bulandshahar,Siyana,Tomato,Other,04/03/2019,800,900,860
1704,Uttar Pradesh,Chitrakut,Mau(Chitrakut),Arhar (Tur/Red Gram)(Whole),777 New Ind,04/03/2019,4450,4500,4475
1705,Uttar Pradesh,Chitrakut,Mau(Chitrakut),Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,3850,3900,3875
1706,Uttar Pradesh,Chitrakut,Mau(Chitrakut),Mustard,Big 100 Kg,04/03/2019,3450,3500,3475
1707,Uttar Pradesh,Chitrakut,Mau(Chitrakut),Rice,1009 Kar,04/03/2019,1750,1800,1775
1708,Uttar Pradesh,Chitrakut,Mau(Chitrakut),Wheat,147 Average,04/03/2019,1900,1950,1925
1709,Uttar Pradesh,Etah,Aliganj,Bajra(Pearl Millet/Cumbu),Deshi,04/03/2019,1800,1850,1830
1710,Uttar Pradesh,Etah,Aliganj,Banana - Green,Banana - Green,04/03/2019,800,1000,900
1711,Uttar Pradesh,Etah,Aliganj,Brinjal,Round/Long,04/03/2019,600,800,700
1712,Uttar Pradesh,Etah,Aliganj,Carrot,Carrot,04/03/2019,400,600,500
1713,Uttar Pradesh,Etah,Aliganj,Cauliflower,Cauliflower,04/03/2019,500,700,600
1714,Uttar Pradesh,Etah,Aliganj,Colacasia,Colacasia,04/03/2019,1000,1200,1100
1715,Uttar Pradesh,Etah,Aliganj,Field Pea,Field Pea,04/03/2019,400,600,500
1716,Uttar Pradesh,Etah,Aliganj,Garlic,Desi,04/03/2019,700,900,800
1717,Uttar Pradesh,Etah,Aliganj,Ginger(Green),Green Ginger,04/03/2019,3800,4000,3900
1718,Uttar Pradesh,Etah,Aliganj,Green Chilli,Green Chilly,04/03/2019,1200,1400,1300
1719,Uttar Pradesh,Etah,Aliganj,Mustard,Big 100 Kg,04/03/2019,3000,3200,3100
1720,Uttar Pradesh,Etah,Aliganj,Onion,Red,04/03/2019,600,800,700
1721,Uttar Pradesh,Etah,Aliganj,Potato,Local,04/03/2019,400,600,500
1722,Uttar Pradesh,Etah,Aliganj,Tobacco,Beedi,04/03/2019,1800,2000,1900
1723,Uttar Pradesh,Etah,Aliganj,Tomato,Deshi,04/03/2019,600,800,700
1724,Uttar Pradesh,Etah,Aliganj,Wheat,Dara,04/03/2019,1800,2000,1900
1725,Uttar Pradesh,Etawah,Jasvantnagar,Bajra(Pearl Millet/Cumbu),Hybrid,04/03/2019,1550,1750,1650
1726,Uttar Pradesh,Etawah,Jasvantnagar,Brinjal,Brinjal,04/03/2019,550,650,600
1727,Uttar Pradesh,Etawah,Jasvantnagar,Carrot,Carrot,04/03/2019,700,800,750
1728,Uttar Pradesh,Etawah,Jasvantnagar,Cauliflower,Cauliflower,04/03/2019,400,500,450
1729,Uttar Pradesh,Etawah,Jasvantnagar,Green Chilli,Green Chilly,04/03/2019,1200,1300,1250
1730,Uttar Pradesh,Etawah,Jasvantnagar,Green Peas,Green Peas,04/03/2019,600,700,650
1731,Uttar Pradesh,Etawah,Jasvantnagar,Guava,Guava,04/03/2019,900,1000,950
1732,Uttar Pradesh,Etawah,Jasvantnagar,Potato,Desi,04/03/2019,300,450,400
1733,Uttar Pradesh,Etawah,Jasvantnagar,Pumpkin,Pumpkin,04/03/2019,500,600,550
1734,Uttar Pradesh,Etawah,Jasvantnagar,Raddish,Raddish,04/03/2019,450,550,500
1735,Uttar Pradesh,Etawah,Jasvantnagar,Tomato,Hybrid,04/03/2019,650,750,700
1736,Uttar Pradesh,Farukhabad,Kamlaganj,Maize,Yellow,04/03/2019,1600,1700,1650
1737,Uttar Pradesh,Farukhabad,Kamlaganj,Potato,Desi,04/03/2019,400,450,430
1738,Uttar Pradesh,Farukhabad,Kamlaganj,Wheat,Dara,04/03/2019,1850,1900,1870
1739,Uttar Pradesh,Fatehpur,Bindki,Potato,Potato,04/03/2019,400,550,490
1740,Uttar Pradesh,Fatehpur,Kishunpur,Gur(Jaggery),Other,04/03/2019,2400,2600,2500
1741,Uttar Pradesh,Fatehpur,Kishunpur,Paddy(Dhan)(Common),Common,04/03/2019,1600,1900,1750
1742,Uttar Pradesh,Fatehpur,Kishunpur,Wheat,Dara,04/03/2019,1800,2100,1950
1743,Uttar Pradesh,Gautam Budh Nagar,Javer,Brinjal,Other,04/03/2019,0,650,600
1744,Uttar Pradesh,Gautam Budh Nagar,Javer,Cabbage,Cabbage,04/03/2019,0,600,500
1745,Uttar Pradesh,Gautam Budh Nagar,Javer,Carrot,Carrot,04/03/2019,0,500,400
1746,Uttar Pradesh,Gautam Budh Nagar,Javer,Green Chilli,Green Chilly,04/03/2019,0,1000,900
1747,Uttar Pradesh,Gautam Budh Nagar,Javer,Potato,Potato,04/03/2019,0,600,500
1748,Uttar Pradesh,Gautam Budh Nagar,Javer,Tomato,Other,04/03/2019,0,800,700
1749,Uttar Pradesh,Ghaziabad,Hapur,Apple,Delicious,04/03/2019,5700,6000,5850
1750,Uttar Pradesh,Ghaziabad,Hapur,Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,6000,6150,6080
1751,Uttar Pradesh,Ghaziabad,Hapur,Banana,Medium,04/03/2019,1200,1350,1260
1752,Uttar Pradesh,Ghaziabad,Hapur,Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,5250,5450,5330
1753,Uttar Pradesh,Ghaziabad,Hapur,Black Gram Dal (Urd Dal),Black Gram Dal,04/03/2019,5400,5650,5500
1754,Uttar Pradesh,Ghaziabad,Hapur,Bottle gourd,Bottle Gourd,04/03/2019,1650,2050,1800
1755,Uttar Pradesh,Ghaziabad,Hapur,Brinjal,Round/Long,04/03/2019,900,1050,970
1756,Uttar Pradesh,Ghaziabad,Hapur,Cabbage,Cabbage,04/03/2019,500,650,570
1757,Uttar Pradesh,Ghaziabad,Hapur,Green Chilli,Green Chilly,04/03/2019,2400,2650,2500
1758,Uttar Pradesh,Ghaziabad,Hapur,Gur(Jaggery),Red,04/03/2019,2200,2350,2260
1759,Uttar Pradesh,Ghaziabad,Hapur,Lemon,Lemon,04/03/2019,2700,2850,2750
1760,Uttar Pradesh,Ghaziabad,Hapur,Mousambi(Sweet Lime),Other,04/03/2019,2600,2750,2680
1761,Uttar Pradesh,Ghaziabad,Hapur,Mustard,Mustard,04/03/2019,3950,4250,4100
1762,Uttar Pradesh,Ghaziabad,Hapur,Mustard Oil,Other,04/03/2019,9150,9400,9250
1763,Uttar Pradesh,Ghaziabad,Hapur,Onion,Red,04/03/2019,700,850,760
1764,Uttar Pradesh,Ghaziabad,Hapur,Papaya,Papaya,04/03/2019,1200,1450,1300
1765,Uttar Pradesh,Ghaziabad,Hapur,Potato,Desi,04/03/2019,550,700,610
1766,Uttar Pradesh,Ghaziabad,Hapur,Raddish,Raddish,04/03/2019,250,350,280
1767,Uttar Pradesh,Ghaziabad,Hapur,Rice,III,04/03/2019,2550,2750,2670
1768,Uttar Pradesh,Ghaziabad,Hapur,Sugar,Fine,04/03/2019,3300,3450,3380
1769,Uttar Pradesh,Ghaziabad,Hapur,Tomato,Deshi,04/03/2019,900,1050,970
1770,Uttar Pradesh,Ghaziabad,Hapur,Wheat,Dara,04/03/2019,1900,2100,1980
1771,Uttar Pradesh,Jalaun (Orai),Ait,Wheat,Dara,04/03/2019,1980,1980,1980
1772,Uttar Pradesh,Jalaun (Orai),Kadaura,Wheat,147 Average,04/03/2019,1750,1800,1775
1773,Uttar Pradesh,Jhansi,Baruwasagar,Colacasia,Colacasia,04/03/2019,2130,2365,2245
1774,Uttar Pradesh,Jhansi,Baruwasagar,Ginger(Green),Green Ginger,04/03/2019,3165,3345,3245
1775,Uttar Pradesh,Jhansi,Chirgaon,Black Gram (Urd Beans)(Whole),Black Gram (Whole),04/03/2019,3500,3700,3600
1776,Uttar Pradesh,Jhansi,Chirgaon,Groundnut,Other,04/03/2019,3100,3200,3150
1777,Uttar Pradesh,Jhansi,Chirgaon,Wheat,Dara,04/03/2019,1800,1850,1825
1778,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Apple,Delicious,04/03/2019,6400,6600,6500
1779,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,6700,6900,6800
1780,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Banana,Banana - Ripe,04/03/2019,2100,2300,2200
1781,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,4500,4650,4600
1782,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Black Gram Dal (Urd Dal),Black Gram Dal,04/03/2019,6400,6600,6500
1783,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Brinjal,Round/Long,04/03/2019,780,850,800
1784,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Cabbage,Cabbage,04/03/2019,450,480,470
1785,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Cauliflower,Local,04/03/2019,450,500,480
1786,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Green Chilli,Green Chilly,04/03/2019,2000,2200,2100
1787,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Gur(Jaggery),Red,04/03/2019,2300,2450,2400
1788,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Maize,Yellow,04/03/2019,1780,1810,1800
1789,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Mustard,Lohi Black,04/03/2019,3300,3450,3400
1790,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Mustard Oil,Mustard Oil,04/03/2019,8900,9090,9000
1791,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Onion,Red,04/03/2019,780,866,800
1792,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Paddy(Dhan)(Common),Fine,04/03/2019,2300,2450,2400
1793,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Peas cod,Peas cod,04/03/2019,890,1090,1000
1794,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Potato,Local,04/03/2019,450,500,480
1795,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Rice,III,04/03/2019,2340,2540,2500
1796,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Tomato,Deshi,04/03/2019,760,790,780
1797,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Wheat,Dara,04/03/2019,2000,2100,2040
1798,Uttar Pradesh,Kanpur,Rura,Apple,Apple,04/03/2019,5500,5800,5800
1799,Uttar Pradesh,Kanpur,Rura,Bajra(Pearl Millet/Cumbu),Deshi,04/03/2019,1300,1400,1400
1800,Uttar Pradesh,Kanpur,Rura,Banana,Banana - Ripe,04/03/2019,2200,2800,2800
1801,Uttar Pradesh,Kanpur,Rura,Barley (Jau),Dara,04/03/2019,1300,1400,1400
1802,Uttar Pradesh,Kanpur,Rura,Bottle gourd,Bottle Gourd,04/03/2019,800,900,900
1803,Uttar Pradesh,Kanpur,Rura,Brinjal,Brinjal,04/03/2019,950,1000,1000
1804,Uttar Pradesh,Kanpur,Rura,Cabbage,Cabbage,04/03/2019,800,900,900
1805,Uttar Pradesh,Kanpur,Rura,Cauliflower,African Sarson,04/03/2019,800,900,900
1806,Uttar Pradesh,Kanpur,Rura,Ghee,Ghee,04/03/2019,28000,29000,29000
1807,Uttar Pradesh,Kanpur,Rura,Green Chilli,Green Chilly,04/03/2019,400,500,500
1808,Uttar Pradesh,Kanpur,Rura,Green Gram (Moong)(Whole),Ankola,04/03/2019,5500,5800,5800
1809,Uttar Pradesh,Kanpur,Rura,Guava,Guava,04/03/2019,800,900,900
1810,Uttar Pradesh,Kanpur,Rura,Jowar(Sorghum),Annigeri,04/03/2019,1300,1400,1400
1811,Uttar Pradesh,Kanpur,Rura,Maize,Hybrid Yellow (Cattle Feed),04/03/2019,1400,1500,1500
1812,Uttar Pradesh,Kanpur,Rura,Mustard,Sarson(Black),04/03/2019,3400,3800,3800
1813,Uttar Pradesh,Kanpur,Rura,Onion,Red,04/03/2019,800,900,900
1814,Uttar Pradesh,Kanpur,Rura,Paddy(Dhan)(Basmati),1121,04/03/2019,1770,1775,1775
1815,Uttar Pradesh,Kanpur,Rura,Paddy(Dhan)(Common),Common,04/03/2019,1750,1752,1752
1816,Uttar Pradesh,Kanpur,Rura,Potato,Desi,04/03/2019,800,900,900
1817,Uttar Pradesh,Kanpur,Rura,Pumpkin,Other,04/03/2019,1300,1400,1400
1818,Uttar Pradesh,Kanpur,Rura,Raddish,Other,04/03/2019,800,900,900
1819,Uttar Pradesh,Kanpur,Rura,Tomato,Deshi,04/03/2019,800,900,900
1820,Uttar Pradesh,Kanpur,Rura,Wheat,Dara,04/03/2019,1755,1800,1800
1821,Uttar Pradesh,Kanpur,Rura,Wood,Beete (Rose),04/03/2019,400,500,500
1822,Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Onion,Red,04/03/2019,890,900,900
1823,Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Potato,F.A.Q.,04/03/2019,430,440,440
1824,Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Tomato,Local,04/03/2019,840,850,850
1825,Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Gur(Jaggery),Khandsari,04/03/2019,3000,3200,3100
1826,Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Gur(Jaggery),Other,04/03/2019,475,525,500
1827,Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Gur(Jaggery),Pathari,04/03/2019,2050,2150,2100
1828,Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Pumpkin,Pumpkin,04/03/2019,320,380,350
1829,Uttar Pradesh,Khiri (Lakhimpur),Tikonia,White Pumpkin,White Pumpkin,04/03/2019,280,340,310
1830,Uttar Pradesh,Lakhimpur,Paliakala,Apple,Kasmir/Shimla - II,04/03/2019,6390,6435,6410
1831,Uttar Pradesh,Lakhimpur,Paliakala,Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,6350,6410,6380
1832,Uttar Pradesh,Lakhimpur,Paliakala,Banana,Banana - Ripe,04/03/2019,1750,1800,1785
1833,Uttar Pradesh,Lakhimpur,Paliakala,Banana - Green,Banana - Green,04/03/2019,620,730,670
1834,Uttar Pradesh,Lakhimpur,Paliakala,Bottle gourd,Bottle Gourd,04/03/2019,1020,1080,1050
1835,Uttar Pradesh,Lakhimpur,Paliakala,Brinjal,Brinjal,04/03/2019,930,1000,960
1836,Uttar Pradesh,Lakhimpur,Paliakala,Cabbage,Cabbage,04/03/2019,660,730,700
1837,Uttar Pradesh,Lakhimpur,Paliakala,Capsicum,Capsicum,04/03/2019,1690,1750,1720
1838,Uttar Pradesh,Lakhimpur,Paliakala,Cauliflower,Cauliflower,04/03/2019,650,740,710
